mp_4002c
init
ev_goal
close_door1
0x384	0x6B	ALTO		Exclamation	
dead_ev01
open_door1_2
tofortress
0xa5b	0x06	switch		ANI_LEVER_ON_LOCK	
QS_44_get_power
0xb1d	0x06	ALTO		ANI_HANDOVER1	
0xb48	0x40	UNDEF		The faint light was absorbed into the colored jewel.	mp_4000c 0xea7
0xc86	0x40	UNDEF		Recovered a fragment of Algol's power!	mp_4000c 0xfe5
0xcd5	0x06	ALTO		ANI_HANDOVER2	
0xeb2	0x06	NOI		ANI_GUTSPOSE	
0xedb	0x98	NOI		The colored jewel is shining brightly...	mp_4000c 0x123a
0xf22	0x98	NOI		With this, it seems we can	mp_4000c 0x1281
				restore all of Algol's power!	
0xf78	0x06	ALTO		ANI_SCRATCH_HEAD	
0xfa6	0x98	ALTO		Phew, that was more difficult	mp_4000c 0x1305
				than I expected.	
0xff3	0x98	ALTO		Anyway, let's deliver	mp_4000c 0x1352
				it to Algol quickly.	
0x11ca	0x40	UNDEF		A mysterious sphere is floating here.	mp_4000c 0x1529
0x1232	0x98	ALTO		I wonder what this could be...	mp_4000c 0x1591
0x1270	0x98	ALTO		It seems it has nothing to do	mp_4000c 0x15cf
				with our forward progress.	
