noi
talk_Noi
0x70	0x06	NOI		ANI_WAIT	
0xad	0x98	NOI		Lady Creha should	
				be in Heliograd.	
0xf0	0x98	NOI		It's the place at the	
				center of Terra...	
				This won't be easy.	
0x14c	0x98	NOI		Nayuta, let's be	
				perfectly prepared	
				before we go!	
0x1b4	0x98	NOI		Even I don't know why	
				it started snowing on	
				this island...	
0x214	0x98	NOI		Zext's actions so far shouldn't	
				have had any direct impact on	
				this world...	
0x277	0x98	NOI		...We should still get to	
				the La Worg temple as soon	
				as possible!	
0x2f8	0x98	NOI		Nayuta, you should go	
				check on Lady Creha.	
0x346	0x98	NOI		It looks like she's in	
				the village right now...	
0x38d	0x98	ALTO		I'm concerned about what	
				that Selam guy said, too.	
0x3db	0x98	ALTO		Hold on. I'll find her soon.	
0x441	0x98	NOI		I wish I could go look for	
				Lady Creha myself, but...	
0x495	0x98	NOI		Jeez, it sure is inconvenient to not	
				be able to walk around in the village.	
0x513	0x98	NOI		Looks like Lady Creha	
				is in the village...	
0x564	0x98	NOI		I-I wonder if she's okay...	
				But there's no way I can risk	
				being seen by humans...	
0x5d9	0x98	NOI		...Please, Nayuta.	
				If you find Lady Creha,	
				you have to help her.	
0x668	0x98	NOI		Something about Lady Creha...	
				She feels more alive than ever.	
0x6b3	0x98	NOI		Hopefully spending time	
				here will help bring back	
				some of her memories...	
0x70d	0x98	ALTO		I agree...	mp_0115 0x172f0
0x73c	0x98	NOI		...Anyway, I feel like I can	
				trust your sister and leave	
				everything up to her.	
0x7b5	0x98	NOI		Let's resume the exploration	
				of Terra, Nayuta!	
0x803	0x98	ALTO		Yeah, we'll find Cygna	
				this time for sure!	
0x874	0x98	NOI		...I feel like I can trust your sister	
				and leave everything up to her.	
0x8cd	0x98	NOI		Hopefully spending time	
				here will help bring back	
				some memories...		
0x944	0x98	NOI		Nayuta, I'm sorry, but...	mp_0101 0x18efe
				I want to wait a little while
				before our next exploration.
0x9ad	0x98	NOI		I'm worried about Cygna too, but	mp_0101 0x18f95
				right now, I'm more worried about
				Lady Creha...
0xa1c	0x98	NOI		Please help me take care of Lady	
				Creha until she gets better!	
0xaac	0x98	NOI		Lady Creha! Lady Creha!	
0xb18	0x6B	NOI		Unknown	
0xb49	0x98	NOI		I-It doesn't look like	
				she's over here.	
0xb8e	0x98	NOI		...Please, Nayuta!	
				Search for Lady Creha!!	
0xc2d	0x98	NOI		Ehehe, it's good that	
				we found that resin.	
0xc74	0x98	NOI		This will help both you	
				and your sister...	
0xcbc	0x98	NOI		...It, it's n-nothing.	mp_3099 0x11ad8
0xd12	0x98	NOI		(Our business is finished.	
				 I should resume the search	
				 for Cygna and Zext.)	
0xd7b	0x98	NOI		(Next is the continent of Rieseweld...	
				 Let's hurry, Nayuta!)	
0xe6e	0x98	Asa		Here Noi, say	
				"Aaaaah!"	
0xea1	0x98	NOI		A-aaaaah...	
0xecb	0x98	NOI		Gulp...!	
0xef2	0x98	NOI		(*munch*, *munch*, *munch*...)	
0xf29	0x98	NOI		Th-This is delicious!	
0xf5c	0x98	NOI		What is this...?	
				It's like a sweet	
				nectar in my mouth!	
0xfbd	0x98	Asa		Hehe, I'm glad	
				you like it.	
0xff6	0x98	Asa		We have plenty more,	
				so eat it and don't	
				hold back.	
0x1046	0x98	NOI		(*munch*, *munch*...)	
0x1078	0x6B	ALTO		Sweatdrop	
0x10a2	0x6B	Lyra		Sweatdrop	
0x10d4	0x98	Lyra		Eartha is really adaptable, you know...	
0x111a	0x98	ALTO		(That's Eartha for you...	
				 I guess we don't have anything	
				 to worry about here.)	
0x11b6	0x98	NOI		Nayuta's sister has	
				excellent skill.	
0x11fc	0x98	NOI		To think she could even make this from flour...	
				She must be a master craftsman among humans!	
0x127a	0x98	ALTO		Hahahaha...	
				I wouldn't go THAT far.	
0x12f4	0x98	NOI		Nayuta's sister has	noi 0x11b6
				excellent skill.
0x133a	0x98	NOI		...Like Nayuta...	
				It seems that there's all	
				kinds of people among humans.	
0x1407	0x06	NOI		ANI_WAIT	
quest_Noi
0x1436	0x06	NOI		ANI_WAIT	
0x14b9	0x98	NOI		I-I dunno, but...	
				Anything could happen	
				in Terra right now.	
0x152f	0x98	NOI		If you wanna search for that animal,	
				we should hurry, Nayuta!	
0x162e	0x98	NOI		Hey, Nayuta! Let's get your	
				sister the Elumi Resin!	
0x168e	0x98	NOI		(Elumi Resin... We should be able to	
				 get it in the autumn of Oltapia.)	
0x16ed	0x98	NOI		(Let's go search for a tree	
				 growing in the dark, Nayuta!)	
0x17c0	0x06	NOI		ANI_WAIT	
