mp_0115b					
init					
lp_fossil1					
0x11f5	0x41	None		Archaeopteryx	
				A bird that lived in ancient times.	
				Though it had primitive wings, discoveries of it	
				are rare and not much is known about how it lived.	
lp_fossil2					
0x13ba	0x41	None		[Dinosaur Egg]	
				A bundle of ancient dinosaur egg fossils.	
				For some reason they were buried in sand.	
				Tiny dinosaur skeletons can be observed inside.	
lp_fossil3					
0x157c	0x41	None		[Ammonite] Ammonoidea	
				Mollusk that lived in ancient times.	
				A common ancient organism whose fossils	
				can be found throughout the world. Even now,	
				there are conflicting opinions on its classification.	
lp_fossil4					
0x1779	0x41	None		[Trilobite] Trilobita	
				Common ancient arthropod.	
				Due to its flat body, it is thought to have	
				crawled about on the ancient seafloor,	
				scavenging the mud and debris for food.	
lp_stuffed1					
0x1920	0x41	None		[Cobra] Elapidae	
				Large venomous snake.	
				If threatened, it rears up the front part of its body,	
				extends its hood, and hisses in warning.	
lp_stuffed2					
0x1af8	0x41	None		[Sea Turtle] Chelonioidea	
				Marine reptile with oar-shaped limbs.	
				Known for its extreme longevity.	
				Individuals may live for 100 years or more.	
lp_stuffed3					
0x1cb2	0x41	None		[Owl] Strigidae	
				Nocturnal bird with good night vision.	
				They prefer to live in tree hollows, and cry	
				their distinctive 'hoo, hoo' call at night.	
lp_stuffed4					
0x1e6e	0x41	None		[Penguin] Spheniscidae	
				Aquatic bird living in cold regions.	
				They stand erect and walk unsteadily on land.	
				Because they raise their young in colonies,	
				they have been dubbed the 'human bird.'	
lp_stuffed5					
0x2058	0x41	None		[Frog] Anura	
				Amphibian that lives near water.	
				Has a fish-like appearance after hatching,	
				but after maturing, they move to dry land and	
				produce loud 'ribbit, ribbit' sounds.	# gero gero
lp_stuffed6					
0x2239	0x41	None		[Eagle] Haliaeetus leucocephalus	
				Large bird known to represent courage.	
				The 'king of the skies,' it spreads its massive	
				wings out as it soars, and is sometimes known to	
				carry off even small calves.	
lp_stuffed7					
0x242e	0x41	None		[Ancient Wolf] Canis	
				A carnivorous species that acts in packs.	
				It is thought that 'dogs' are a species	
				originally born of taming such wolves.	
lp_stuffed8					
0x25e8	0x41	None		[Ancient Bear] Ursus	
				Ancient mammal with a great white body.	
				Lived mainly in cold regions, and thought	# polar bears extinct?
				to have preyed on seals and dolphins.	
lp_stuffed9					
0x27a0	0x41	None		[Great Bird] Raphidae	
				Large bird called the 'dodo.'	
				It is believed to have been hunted to extinction	
				by humans due to its inability to fly.	
lp_stuffed10					
0x2955	0x41	None		[Giant Deer] Megaloceros giganteus	
				Ancient mammal with magnificent antlers.	
				Males wielded their antlers, even larger than	
				their bodies, to fight off enemies.	
lp_stuffed11					
0x2b2e	0x41	None		[Sabretooth] Smilodon	
				Ancient cat-like mammal.	# not actually in cat family
				It is thought to have used its prominent fangs to	
				bite deeply into its prey, killing in a single blow.	
lp_stuffed12					
0x2cfd	0x41	None		[Frilled Lizard] Chlamydosaurus	
				Reptile with characteristic frills around its neck.	
				Strongly territorial, it expands its frills wide to	
				threaten intruders.	
lp_dinosaur_cam					
lp_dinosaur					
0x317b	0x36	Choice		Tyrannosaurus	
0x31b0	0x36	Choice		Tyrannosaur Skeleton	
0x31dc	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x3218	0x36	Choice		Pteranodon	
0x324a	0x36	Choice		Pterosaur Skeleton	
0x3274	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x32b0	0x36	Choice		Triceratops	
0x32e3	0x36	Choice		Ceratops Skeleton	
0x330c	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x3348	0x36	Choice		Plesiosaurus	
0x337c	0x36	Choice		Plesiosaur Skeleton	
0x33a7	0x36	Choice		？？？？？？	mp_0115a 0x176c
