mp_0115a					
init					
Grasshopper_ON					
Grasshopper_OFF					
cicada_ON					
cicada_OFF					
lp_butterfly					
0x173f	0x36	Choice		Swallowtail Butterfly	
0x176c	0x36	Choice		？？？？？？	
0x17a8	0x36	Choice		Cabbage White	
0x17cf	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x180b	0x36	Choice		Fritillary	
0x1835	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x1871	0x36	Choice		Morpho Butterfly	
0x1899	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x18b5	0x36	Choice		Quit	mp_0002 0x433f
0x193b	0x41	None		[Swallowtail Butterfly] Papilionidae	
				Large butterfly with brightly colored wings.	
				It flies elegantly with its long tail and wings,	
				and lives by feeding on nectar.	
0x1a96	0x41	None		[Cabbage White] Pieris rapae	
				Medium-size butterfly with white wings. As its caterpillar,	
				the cabbageworm, they eat rapeseed blossoms and other leaves.	
				They emerge from their chrysalis in spring.	
0x1c0e	0x41	None		[Fritillary] Argynnini	# the marbled fritilllary isn't in Argynnini (and ARE active in the summer)
				Orange butterfly with a leopard pattern on its wings.	
				Adults remain inactive in the midsummer heat,	
				and sleep until autumn.	
0x1d68	0x41	None		[Morpho Butterfly] Morpho	
				Beautiful butterfly inhabiting the tropics.	
				They feed on rotting fruit and decomposing animal corpses.	
				Males habitually patrol the riverside in the mornings.	
lp_grasshopper					
0x2060	0x36	Choice		Chinese Grasshopper	
0x2083	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x20bf	0x36	Choice		Locust	
0x20dd	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x2119	0x36	Choice		Japanese Giant Mantis	
0x2145	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x2181	0x36	Choice		Bell Cricket	
0x21a5	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x21c1	0x36	Choice		Quit	mp_0002 0x433f
0x2247	0x41	None		[Chinese Grasshopper] Acrida cinerea	
				Grasshopper known as the 'spirit grasshopper.'	
				It has a long, triangular head, and males make a	
				'kichi-kichi-kichi' sound when they fly.	
0x2395	0x41	None		[Locust] Locusta migratoria	
				Large grasshopper living mainly in grassy plains.	
				When there is not much food, they swarm and	
				destroy crops everywhere as 'plagues.'	
0x24ee	0x41	None		[Japanese Giant Mantis] Tenodera aridifolia	
				Predatory insect with large sickle-shaped forelegs.	
				Capturing and eating various insects with quick	
				movements, it is king of the grassy plains.	
0x2685	0x41	None		[Bell Cricket] Homoeogryllus japonicus	
				Nocturnal insect living mainly in warm areas.	
				In autumn, males rub their wings together,	
				making a beautiful ringing sound.	
lp_cicada					
0x290c	0x36	Choice		Robust Cicada	
0x2932	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x296e	0x36	Choice		Ezo Cicada	
0x2991	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x29cd	0x36	Choice		Walker's Cicada	
0x29eb	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x2a27	0x36	Choice		Evening Cicada	
0x2a4d	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x2a69	0x36	Choice		Quit	mp_0002 0x433f
0x2b13	0x41	None		[Robust Cicada] Hyalessa maculaticollis	# common name from Animal Crossing
				Large cicada with a black sturdy body.	
				They make a loud 'min-min' sound in the summer, but	
				their lifespan is exhausted with the season's end.	
0x2c98	0x41	None		[Ezo Cicada] Lyristes japonicus	
				Large cicada that lives in northern regions and	
				dense mountains. Perching upside down on tree bark,	
				they cry their 'gii-gii' monotone call.	
0x2e18	0x41	None		[Walker's Cicada] Meimuna opalifera	
				Cicada active from summer to autumn.	
				Their Japanese common name comes from the noise	
				they make, which sounds like 'tsuku-tsuku-boshi.'	
0x2fe2	0x41	None		[Evening Cicada] Tanna japonensis	
				Cicada that lives in cypress and cedar forests.	
				From summer to autumn, they make a loud, mournful	
				'kana-kana-kana' cry at dusk.	
lp_dragonfly					
0x32cf	0x36	Choice		Jumbo Dragonfly	
0x32ef	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x332b	0x36	Choice		Damselfly	
0x334c	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x3388	0x36	Choice		Banded Darter	
0x33ad	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x33e9	0x36	Choice		Flutterer	
0x3414	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x3430	0x36	Choice		Quit	mp_0002 0x433f
0x34b6	0x41	None		[Jumbo Dragonfly] Anotogaster sieboldii	
				Large dragonfly with striped black and yellow body pattern.	
				It has a quick temper, but twirling one's finger will	
				grab its attention.	
0x360a	0x41	None		[Damselfly] Zygoptera	
				Small dragonfly that lives near water.	
				When it stops on a leaf, it gently folds its	
				wings, appearing like a single thread.	
0x3753	0x41	None		[Banded Darter] Sympetrum pedemontanum elatum	
				Dragonfly with crimson body and wings.	
				When mating, the male and female pair up and	
				take flight. Popularly called the 'red dragonfly.'	
0x38bd	0x41	None		[Flutterer] Rhyothemis fuliginosa	
				Small dragonfly with shining black and blue wings.	
				Can only live near water, and flutters 	
				like a butterfly during flight.	
lp_stagbeetle					
0x3bc6	0x36	Choice		Longhorn Beetle	
0x3bed	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x3c29	0x36	Choice		Giant Stag Beetle	
0x3c52	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x3c8e	0x36	Choice		Goliath Beetle	
0x3cb4	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x3cf0	0x36	Choice		Sawtooth Stag Beetle	
0x3d1c	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x3d38	0x36	Choice		Quit	mp_0002 0x433f
0x3dbe	0x41	None		[Giant Stag Beetle] Dorcus hopei binodulosus	
				Large stag beetle that prefers the sap of	
				sawtooth oak. Males have horns resembling a stag,	
				which are actually greatly enlarged jaws.	
0x3f2e	0x41	None		[Sawtooth Stag Beetle] Prosopocoilus inclinatus	
				Stag beetle with jagged mandibles resembling a saw.	
				It has a belligerent nature, but when frightened,	
				it plays dead and falls to the ground.	
0x40b2	0x41	None		[Longhorn Beetle] Cerambycidae	
				Family of beetles with long antennae.	
				Boring into wood with powerful mandibles,	
				they occasionally collapse buildings.	
0x41be	0x41	None		[Goliath Beetle] Goliathus	
				Giant beetle with an exceptionally heavy weight.	
				A flower scarab that feeds on nectar and pollen.	
				It is the heaviest of all known insects.	
lp_beetle					
0x4447	0x36	Choice		Jap. Rhino Beetle	
0x4470	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x44ac	0x36	Choice		Caucasus Beetle	
0x44d3	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x450f	0x36	Choice		Hercules Beetle	
0x4536	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x4572	0x36	Choice		Elephant Beetle	
0x4592	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x45ae	0x36	Choice		Quit	mp_0002 0x433f
0x4634	0x41	None		[Hercules Beetle] Dynastes hercules	
				Large rhinoceros beetle named after a mythical hero.	
				Has one large horn. As the name implies, it is king of	
				the forest, boasting the largest size among all insects.	
0x47c6	0x41	None		[Caucasus Beetle] Chalcosoma chiron	
				Large rhinoceros beetle with a characteristic	
				three-pronged horn. It lives in mountainous areas,	
				and has a fierce belligerence. It rivals the	
				hercules beetle as the strongest of the rhinoceros	
				beetle species.	
0x496d	0x41	None		[Elephant Beetle] Megasoma elephas	
				Extra-large rhinoceros beetle with a heavy body.	
				As an adult, it grows to a size too big to be	
				carried in one hand. It has a mild temperament	
				and lives by feeding on sap.	
0x4adb	0x41	None		[Japanese Rhinoceros Beetle] Trypoxylus dichotomus	
				Common rhinoceros beetle with a large body and	
				strong legs. Males have horns that are split in two,	
				and are likened to a decorative kabuto helmet.	
lp_fly					
0x4d81	0x36	Choice		Silk Moth	
0x4dab	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x4de7	0x36	Choice		Mosquito	
0x4e07	0x36	Choice		？？？？？？	mp_0115a 0x176c
0x4e43	0x36	Choice		Honey Bee	
0x4e64	0x36	Choice		？？？？？？	mp_0115a 0x176c
