mp_2002a
init
ev_goal
ob_sw_cb
0x760	0x06	ob_sw_00		ANI_CHANGE_GREEN	
0x792	0x06	ob_sw_01		ANI_CHANGE_GREEN	
0x8f9	0x06	ob_sw_00		ANI_CHANGE_RED	
0x929	0x06	ob_sw_01		ANI_CHANGE_RED	
point
ob_sw_cb2
0xbed	0x06	ob_sw_00		ANI_CHANGE_GREEN	
0xc1f	0x06	ob_sw_01		ANI_CHANGE_GREEN	
0xd84	0x06	ob_sw_00		ANI_CHANGE_RED	
0xdb4	0x06	ob_sw_01		ANI_CHANGE_RED	
open_door1
open_door4
boss_battle01
0x1024	0x6B	ALTO		Exclamation	
dead_EV01
open_door2_3
open_door5
swt03_timer
0x1541	0x06	swt03		ANI_LEVER_OFF	
talk_Cetus
0x159f	0x98	Cetus		Not much time has passed since	
				I got separated from Reticul.	
				She's close... I think.	
0x1611	0x98	Cetus		I'll search around here.	
				You two: look for where	
				she could be!	
SB_QS_35_alto_move
SB_QS_35_noi_move
0x189a	0x06	NOI		ANI_LOOK_AROUND	
SB_QS_35_Cetus_Ase
0x18c8	0x6B	Cetus		Unknown	
QS_35_meet_cetus
0x1ad9	0x06	st		ANI_PATA2	
0x1c04	0x6B	ALTO		Surprise	
0x1c36	0x6B	NOI		Surprise	
0x1cae	0x98	NOI	#6A	Ah, that's...!	
0x1dbc	0x98	ALTO		It's Cetus!	
0x1dfc	0x6B	Cetus		Surprise	
0x1e50	0x06	Cetus		ANI_SURPRISE	
0x1e7b	0x98	Cetus		Nayuta and Noi?	
0x1eab	0x06	Cetus		ANI_GESTURE1	
0x1ed6	0x98	Cetus		Ah, to meet you guys	
				at a time like this!	
0x208d	0x06	ALTO		ANI_GESTURE2	
0x20b7	0x98	ALTO	#6A	It's been a while, Cetus.	
0x20f2	0x98	NOI	#6A	Anyway, it's good we found you.	
0x2137	0x06	NOI		ANI_THINK	
0x215d	0x98	NOI	#6A	But... what are you doing out here?	
0x21ac	0x6B	Cetus		Exclamation	
