mp_0115
init
0x5b7	0x06	Caelum		ANI_WAIT2	
LP_Collect
talk_Volans
0xdd2	0x98	Volans		Noi...	
				Could it be that you've	
				returned to me!?	
0xe21	0x98	Volans		How about it, this time for sure,	
				will you allow me to experiment	
				on you?	
0xe8a	0x98	NOI		A-Allow me to pass on that.	
0xec4	0x98	ALTO		(That's as always...)	
0xf21	0x98	Volans		Hehe, it has been a while	
				since I met a fellow baron...	
				You have a better face than before.	
0xf9b	0x98	Volans		Everyone got through the	
				abnormalities, and I expect	
				the future will be strange too.	
0x1045	0x98	Volans		Everyone got through the abnormalities,	
				and together with light, the storm over	
				"The End of the World" cleared up.	
0x10d7	0x98	Volans		And, after that, I saw the	
				"continuation of the world"...	
0x1131	0x98	Volans		Though it's been a year since then,	
				researchers everywhere are still busy.	
0x119c	0x98	Volans		I, too, am troubled by all the	
				help requests I'm getting.	
0x11f6	0x98	ALTO		Yeah...Well, it can't be helped.	
				The common sense about the	
				world was overturned, after all.	
0x1270	0x98	ALTO		From here on, I wonder what will	
				happen to the Ciencia Sea...	
				and our world.	
0x12da	0x98	Volans		Now then...	
				No matter how much I research,	
				I cannot measure the future.	
0x1341	0x98	Volans		I am sure that is for	
				the young to decide.	
0x138c	0x98	ALTO		...That's right.	mp_0100 0x17f91
0x13f6	0x98	Volans		The storm at "The End of the World" cleared	
				up, and I can see the world continuing...	
				Our common sense is overturned.	
0x148b	0x98	Volans		The future of this sea is for you	
				young ones to decide.	
0x14e3	0x98	Volans		Huhu, of course I am an existence	
				that is still researching.	
				I do not intend to lose to the young.	
0x158d	0x98	Volans		The future of this sea is for you	mp_0115 0x148b
				young ones to decide.	
0x15e5	0x98	Volans		Huhu, of course I am an existence	
				that is still researching.	
0x16be	0x36	Choice		Talk	mp_0002 0x42a1
0x16d0	0x36	Choice		Read Ancient Tablet	
0x16f1	0x36	Choice		Quit	mp_0002 0x433f
0x1757	0x98	Volans		...Thanks to you, I've come	
				to understand various things.	
				Please accept my thanks.	
0x17c9	0x98	Volans		Now, I'm sure much time is needed	
				to correct the errors of "Humans"...	
0x1830	0x98	Volans		Regarding to the tablet memos,	
				Leave them with me. Please	
				ask me when you want to read them.	
0x1951	0x98	Volans		The world has fallen into the height	
				of chaos, and the countries of the	
				Empire continent are fighting a war.	
0x19dd	0x98	Volans		However on the contrary, if I think about it,	
				with only this chaos, somehow	
				we should be able to stop the fighting.	
0x1a70	0x98	Volans		...If I assemble the truth of these abnormalities	
				and use the Baron's connections, it should	
				be possible.	
0x1af9	0x98	Volans		Huhu, we must exhaust our	
				full power.	
0x1b67	0x98	Volans		...If I assemble the truth of these abnormalities	
				and use the baron's connections, we should be	
				able to put an end to the chaos.	
0x1c07	0x98	Volans		Huhu, I wonder how much my	
				thesis will be praised.	
				I will exhaust my full power.	
0x1caf	0x98	Volans		The place you are heading for now...	
				I am sure it holds all the answers.	
0x1d18	0x98	Volans		As a researcher, it is regrettable	
				that I cannot go with you...	
0x1d78	0x98	Volans		I am looking forward to your	
				safe return and hearing your	
				stories.	
0x1e02	0x98	Volans		As a researcher, it is regrettable	mp_0115 0x1d18
				that I cannot go with you...	
0x1e62	0x98	Volans		I am looking forward to your	mp_0115 0x1d78
				safe return and hearing your	
				stories.	
0x1efa	0x98	Volans		Though I received the explanation of that other world	
				we call the moon from start to finish from Noi...	
0x1f81	0x98	Volans		In reality, had I not seen	
				Noi's appearance with these eyes,	
				I never would have believed it.	
0x1ffd	0x98	Volans		It is the feeling of my common sense	
				being crushed.	
				Ah, what a good feeling...	
0x206b	0x98	Volans		...Oh, I'm sorry.	
				I unintentionally got	
				carried away.	
0x20e8	0x98	Volans		Anyhow, I am about to continue my	
				research to break the deadlock in	
				this situation.	
0x215b	0x98	Volans		If you know something,	
				please tell me.	
0x21d8	0x98	Volans		I cannot believe that a man who possesses	
				power beyond human understanding exists...	
0x224d	0x98	Volans		It is a little too far removed from	
				reality for me to believe my eyes.	
0x22b4	0x98	Volans		...Anyway, we too	
				will do what we can.	
0x22fb	0x98	Volans		Nayuta, please do your best.	
0x2360	0x98	Volans		I cannot believe that a man who possesses	mp_0115 0x21d8
				power beyond human understanding exists...	
0x23d5	0x98	Volans		...Anyway, we too	
				will do what we can.	
				Please do your best, Nayuta.	
0x246e	0x98	Volans		Hmm, it is cold for some reason.	
				It is like snow in my home	
				country, the Empire.	
0x24de	0x98	Volans		I am from the northern part of the Empire.	
				This degree of cold is not unusual there.	
				Of course, I will think of a way to deal with this.	
0x2587	0x98	Volans		Ha ha ha, if you are cold,	
				dress warmly, Nayuta.	
0x2600	0x98	Volans		I am from the northern part of the Empire.	mp_0115 0x24de	
				This degree of cold is not unusual there.	
				Of course, I will think of a way to deal with this.	
0x26a9	0x98	Volans		If you are cold, dress warmly, Nayuta.	
0x2727	0x98	Volans		In the Ciencia Sea, sometimes ruin	
				fragments fall from the sky...	
0x278a	0x98	Volans		Two ruins have never	
				fallen on the same spot.	
0x27e0	0x98	Volans		Comparing outcome, those	
				two are a perfect coincidence.	
0x2838	0x98	ALTO		Huh, in other words...?	
0x286f	0x98	Volans		Huhu, I must think that the same ruin	
				split and fell in different places.	
0x28d9	0x98	Volans		However, the two drop locations are	
				the north part and southern tip of	
				the Ciencia Sea.	
0x2950	0x98	Volans		According to one theory, the ruins were	
				destroyed by a disaster once, and they	
