mp_3003c
init
SB_3_S21_alto_move
SB_3_S21_noi_move
EV_3_S21_get_yupina
0x4b8	0x06	st		ANI_PATA2	
0x58e	0x6B	ALTO		Exclamation	
0x5b8	0x06	ALTO		ANI_SURPRISE_WEAK	
0x5ef	0x6B	NOI		Exclamation	
0x618	0x06	NOI		ANI_SURPRISE	
0x649	0x98	ALTO	#2W#6A	Ah...!?	
0xa31	0x06	ALTO		ANI_SIT6	
0xa67	0x98	ALTO	#0W#6A	It's still...withered...	
0xab0	0x98	NOI		It looked as if you were starting	
				to feel a little better...	
0xafd	0x98	NOI		But even in Heimmel's normal climate,	
				this plant no longer lives...	
0xbb0	0x98	ALTO	#6A	...According to the reference book, 	
				if I remember correctly, it was written	
				that this is a "summer annual."	
0xc94	0x98	ALTO	#6A	Noi, can't you make the climate	
				a little warmer!?	
0xd59	0x06	NOI		ANI_DENY	
0xd86	0x98	NOI		...For the Astrolabe as it is right	
				now, this is the best it can do.	
0xe26	0x98	ALTO	#1W#6A	.....	mp_0000d 0x70fd
0xe83	0x06	NOI		ANI_DULL	
0xea8	0x98	NOI	#0W	Nayuta...	
				I'm sorry, I...	
0xeea	0x98	ALTO	#0W#6A	...It's not your fault, Noi.	
0xf2c	0xBC	ALTO		Ellipsis	
0xf88	0x98	ALTO	#0W#6A	(But...my sister can no longer be saved...)	
0xfe4	0x98	ALTO	#0W#6A	(I don't want to give up, but...	
				 we can't do any more than this...)	
0x1055	0x06	st		ANI_PATA1	
0x1090	0xBC	ALTO		Surprise	
0x10c6	0xBC	NOI		Surprise	
0x11ce	0x06	st		ANI_PATA2	
0x139b	0x98	Creha	#1W	Nayuta, Noi...	
0x13ff	0x98	NOI	#1W#16S#400x#250y	M-Master Kureha!?	mp_0100a 0x5c66
0x152b	0x06	ALTO		ANI_WAIT	
0x169d	0x98	Creha	#6A	Is it no good...?	
0x1716	0x06	ALTO		ANI_NOD	
0x173b	0x98	ALTO	#1W	..................	mp_0000d 0x70fd
0x1778	0x98	Creha	#0W#6A	I see...	mp_0100a 0xd531
0x1896	0xBC	Creha		Ellipsis	
0x18e3	0x98	Creha	#0W	Maybe...	
0x1928	0x98	Creha	#0W	Maybe...	
				something will happen.	
0x1983	0xBC	ALTO		Surprise	
0x19b9	0xBC	NOI		Surprise	
0x1aa7	0x98	ALTO	#1W#6A	...Huh?	mp_0100 0x19b81
0x1ade	0x06	NOI		ANI_GESTURE1	
0x1b07	0x98	NOI	#6A	Master Kureha?	
0x1bb3	0x98	Creha	#1W	..................	mp_0000d 0x70fd
0x1ff1	0xBC	ALTO		Exclamation	
0x2027	0xBC	NOI		Exclamation	
0x205c	0x06	ALTO		ANI_SURPRISE	
0x2086	0x06	NOI		ANI_SURPRISE	
0x20f2	0x98	ALTO	#0W	T-that winglike thing...!	
0x2139	0x98	NOI	#0W	...The Shining Wing of the Mythos!	
0x2282	0x06	Creha		ANI_PRAY	
0x233a	0x98	Creha	#1W#20M	Please...	
0x237f	0x98	Creha	#1W#20M	Bloom once more!	
0x2615	0xBC	ALTO		Exclamation	
0x264b	0xBC	NOI		Exclamation	
0x2693	0x06	NOI		ANI_LOOK_AROUND	
0x26cb	0x06	ALTO		ANI_LOOK_AROUND	
0x2714	0x98	NOI	#6A	T-This is...	mp_0101 0xdbc3
0x2742	0x98	ALTO	#6A	The Yupina Grass is reviving!?	
0x2a7e	0x06	Creha		ANI_WAIT	
0x2ac9	0x06	ALTO		ANI_COMPLAIN	
0x2af3	0x98	ALTO	#6A	Kureha, what exactly did you do!?	
0x2b7d	0x06	Creha		ANI_DENY	
0x2bac	0x98	Creha	#0W	...I don't know.	mp_3002c 0x5634
0x2be1	0x98	Creha	#0W	My body just...moved on its own...	
0x2c61	0x98	NOI	#6A	The Shining Wing of the Mythos appears 
				when they use their powers.	
0x2d06	0x98	NOI	#6A	Surely Master Kureha manipulated the	
				Power of the Stars, and resurrected	
				the dead Yupina Grass!	
0x2da4	0x98	Creha		I... can do things like this...?	
0x2e0a	0x06	Creha		ANI_NOD	
0x2e30	0x98	Creha		Though, I'm glad it was useful to you.	
0x2e7d	0x06	ALTO		ANI_THINK2	
0x2ea5	0x98	ALTO	#6A	(The Mythos...)	
0x2ede	0x98	ALTO	#6A	(They really are like gods...)	
0x2f4d	0x06	Creha		ANI_WAIT	
0x2f8b	0xBC	Creha		Question	
0x2fe7	0x06	Creha		ANI_WAIT2	
0x3017	0x98	Creha		Is there something on my face?	
0x3056	0x06	ALTO		ANI_DENY	
0x3084	0x98	ALTO	#6A	Ahaha, don't worry about it.	
0x30cb	0x06	ALTO		ANI_THANKS	
0x30f3	0x98	ALTO	#6A	...Anyway,	
				I truly thank you.	
0x3132	0x98	ALTO	#6A	I should be thanking both you	
				and Noi somehow...	
0x31b6	0x06	NOI		ANI_DENY	
0x31f8	0x98	NOI	#6A	No, I didn't do anything...	
				Everything is thanks to Master Kureha!	
0x3297	0xBC	Creha		Unknown	
0x3314	0x98	Creha		U-Umm...that's not true.	
0x338c	0x98	Creha		...I'm sure that both of you	
				have been working very hard.	
0x33e1	0x98	Creha		But more importantly, you should	
				collect the Yupina Grass now...	
0x3447	0x06	ALTO		ANI_GUTSPOSE	
0x3471	0x98	ALTO	#6A	Yeah, you're right...	
				I have to bring as much as I can!	
0x3552	0x40	UNDEF		Afterwards, Noi and Kureha helped	
				Nayuta gather the Yupina Grass...	
0x35b7	0x40	UNDEF		Parting with both of them at the garden,	
				he rushed home.	
0x3608	0x40	UNDEF		And then...	
