mp_0003c
init
talk_Puppis
0x4a9	0x98	Puppis		Everywhere on the Ciencia Sea,	
				animals are starting to disappear.
0x525	0x98	Puppis		...It's almost like the legendary	
				Great Flood is happening again.	
0x594	0x98	Puppis		With no wings or gills,	
				we're stuck to living	
				on our feet on land.
0x620	0x98	Puppis		According to legend, the	
				world was once destroyed	
				by a Great Flood.	
0x687	0x98	Puppis		Us, without wings or gills,	mp_0003c 0x594
				even so, have to stick to	
				land and live.	
0x721	0x98	Puppis		You guys fell from the broken	
				moon, but you were fine.
				How did you even survive?	
0x777	0x98	Puppis		Just how high is that thing?	
				No mortal being could have	
				survived such a fall..	
0x7e7	0x98	Puppis		Maybe you guys are being	
				protected by some kind of god.
0x858	0x98	Puppis		Maybe some kind	mp_0003c 0x7e7
				of god is protecting	
				you.	
0x8a1	0x98	Puppis		A god that's still watching out for us!	
0x915	0x98	Puppis		Hey, boy.	
				...You seem down.	
0x950	0x98	ALTO		Haha... D-Does it	
				look that way?	
0x990	0x98	NOI		C-Captain.	
				It's been a while.	
0x9ca	0x98	Puppis		Oh, the fairy's with you.	
				You two seem to be a bit	
				tense, don't you think...?	
0xa30	0x98	Puppis		Hmph, well, whatever.	
				I don't have enough space in my	
				head to worry about that, too.	
0xa7f	0x6B	ALTO		Surprise	
0xab1	0x98	ALTO		"Too...?" What do	
				you mean by that?	
0xb03	0x98	Puppis		Well, rumor has it... war	
				has finally broken out on	
				the North Continent.	
0xb65	0x98	Puppis		The conflict was magnified	
				by civil unrest due to these	
				abnormal weather conditions.	
0xbc6	0x98	Puppis		Saint Cerise is packed with fleeing	
				noble refugees, too... But this	
				island is still peaceful, though.	
0xc3f	0x98	ALTO		I-Is that so...?	
				War at a time like this...	
0xc98	0x98	NOI		Humans are still foolish after all.	
				I don't understand it...	
0xcf0	0x6B	ALTO		Ellipsis	
0xd1a	0x6B	NOI		Ellipsis	
0xd4b	0x6B	Puppis		Sweatdrop	
0xd7f	0x98	Puppis		...Sorry if it's making you depressed.	
0xdbf	0x98	Puppis		Forget about what I just said.	
				It's not for you kids to worry about.	
0xe11	0x98	Puppis		Adults who only care about themselves	
				are just freaking out a little bit.	
0xe94	0x98	Puppis		The war is because neighboring countries	
				blamed the broken moon and the abnormal	
				weather on each other.	
0xf0f	0x98	Puppis		There's no way human beings could have	
				caused a worldwide incident like these.	
				Dammit, they need to calm down for a sec.	
talk_Crux
0xfd7	0x98	Crux		It's already time to set sail, but	
				it looks like a rough storm is brewing	
				offshore, so we can't leave.	
0x1055	0x6B	Crux		Ellipsis	
0x1087	0x98	Crux		...Th-This is a bad idea, isn't it?	
0x10cd	0x98	Crux		What if the storm continues to get	
				worse and starts coming this way...!	
0x1142	0x6B	Crux		Sweatdrop	
0x1174	0x98	Crux		M-Maybe I'm overthinking	
				things. Hahahaha...	
0x11e6	0x98	Crux		Even during a time like this,	
				the people of Remnant Island and	
				in no hurry to start panicking...	
0x1249	0x98	Crux		Ooh, I've got to follow	
				their example a little more.	
0x12d2	0x98	Crux		That reminds me, in Saint Cerise,	
				a huge monster appeared and caused	
				quite a scare.	
0x1346	0x98	Crux		The city guard did everything	
				they could to contain it, but...	
0x13a5	0x98	Crux		That kind of thing is	
				happening all over the	
				place. It's out of control.	
0x141b	0x98	Crux		The captain's tough as	
				nails, but the only weapon	
				he's got is an oar...
0x147c	0x98	Crux		...I wonder how long this	
				situation will continue...	
0x1512	0x98	Crux		Because of extreme weather,	
				the ocean currents off the	
				coast have become violent.	
0x157a	0x98	Crux		Sailing has also become difficult.	
