mp_7011
init
start
ev_goal
warp1
warp2
warp3
warp4
warp5
warp6
warp7
warp8
warp9
warp10
warp11
warp12
guard_on
0x2cfb	0x06	swt01		ANI_LEVER_OFF	
guard_off
move1_se
move2_se
move3_se
move47810_se
move5_se
move6_se
move9_se
move11_se
move01
0x34fa	0x06	swt01r		ANI_STOP1	
0x3523	0x06	swt02		ANI_STOP1	
dead_ev03
0x35e0	0x06	swt01r		ANI_STOP1	
0x3609	0x06	swt02		ANI_STOP1	
move01r
0x363d	0x06	swt02		ANI_LEVER_ON	
0x36ac	0x06	swt01		ANI_STOP1	
move02
0x36de	0x06	swt01r		ANI_LEVER_ON	
0x3893	0x06	swt02r		ANI_STOP1	
0x38bc	0x06	swt03		ANI_STOP1	
dead_ev04
0x3994	0x06	swt02r		ANI_STOP1	
move02r
0x39c9	0x06	swt03		ANI_LEVER_ON	
0x3a38	0x06	swt02		ANI_STOP1	
0x3a60	0x06	swt01r		ANI_STOP1	
move03
0x3a93	0x06	swt02r		ANI_LEVER_ON	
0x3b02	0x06	swt03r		ANI_STOP1	
0x3b2b	0x06	swt04		ANI_STOP1	
dead_ev05
0x3be8	0x06	swt03r		ANI_STOP1	
move03r
0x3c1d	0x06	swt04		ANI_LEVER_ON	
0x3c8c	0x06	swt03		ANI_STOP1	
0x3cb4	0x06	swt02r		ANI_STOP1	
move04
0x3ce7	0x06	swt03r		ANI_LEVER_ON	
0x3f62	0x06	swt04r		ANI_STOP1	
0x3f8b	0x06	swt05		ANI_STOP1	
dead_ev06
0x4067	0x06	swt04r		ANI_STOP1	
move04r
0x409c	0x06	swt05		ANI_LEVER_ON	
0x410f	0x06	swt04		ANI_STOP1	
0x4137	0x06	swt03r		ANI_STOP1	
move05
0x416a	0x06	swt04r		ANI_LEVER_ON	
0x41d9	0x06	swt05r		ANI_STOP1	
0x4202	0x06	swt06		ANI_STOP1	
dead_ev07
0x42bf	0x06	swt05r		ANI_STOP1	
move05r
0x42f4	0x06	swt06		ANI_LEVER_ON	
0x4363	0x06	swt05		ANI_STOP1	
0x438b	0x06	swt04r		ANI_STOP1	
move06
0x43be	0x06	swt05r		ANI_LEVER_ON	
0x4573	0x06	swt06r		ANI_STOP1	
0x459c	0x06	swt07		ANI_STOP1	
dead_ev08
0x4674	0x06	swt06r		ANI_STOP1	
move06r
0x46a9	0x06	swt07		ANI_LEVER_ON	
0x4718	0x06	swt06		ANI_STOP1	
0x4740	0x06	swt05r		ANI_STOP1	
move07
0x4773	0x06	swt06r		ANI_LEVER_ON	
0x47e6	0x06	swt07r		ANI_STOP1	
0x480f	0x06	swt08		ANI_STOP1	
dead_ev09
0x48d0	0x06	swt07r		ANI_STOP1	
move07r
0x4905	0x06	swt08		ANI_LEVER_ON	
0x4978	0x06	swt07		ANI_STOP1	
0x49a0	0x06	swt06r		ANI_STOP1	
move08
0x49d3	0x06	swt07r		ANI_LEVER_ON	
0x4c4e	0x06	swt08r		ANI_STOP1	
0x4c77	0x06	swt09		ANI_STOP1	
dead_ev10
0x4d53	0x06	swt08r		ANI_STOP1	
move08r
0x4d88	0x06	swt09		ANI_LEVER_ON	
0x4dfb	0x06	swt08		ANI_STOP1	
0x4e23	0x06	swt07r		ANI_STOP1	
move09
0x4e56	0x06	swt08r		ANI_LEVER_ON	
0x4ec5	0x06	swt09r		ANI_STOP1	
0x4eee	0x06	swt10		ANI_STOP1	
dead_ev11
0x4fab	0x06	swt09r		ANI_STOP1	
move09r
0x4fe0	0x06	swt10		ANI_LEVER_ON	
0x504f	0x06	swt09		ANI_STOP1	
0x5077	0x06	swt08r		ANI_STOP1	
move10
0x50aa	0x06	swt09r		ANI_LEVER_ON	
0x5263	0x06	swt10r		ANI_STOP1	
0x528c	0x06	swt11		ANI_STOP1	
dead_ev12
0x5368	0x06	swt10r		ANI_STOP1	
move10r
0x539d	0x06	swt11		ANI_LEVER_ON	
0x5410	0x06	swt10		ANI_STOP1	
0x5438	0x06	swt09r		ANI_STOP1	
move11
0x546b	0x06	swt10r		ANI_LEVER_ON	
dead_ev13
move11r
0x5723	0x06	swt11		ANI_STOP1	
0x574b	0x06	swt10r		ANI_STOP1	
switch_tg
move_marker
drive_model5
0x6118	0x06	swtbreset		ANI_LEVER_ON	
0x61d1	0x06	swtbreset		ANI_LEVER_OFF	
0x626a	0x06	swtbreset		ANI_LEVER_OFF	
0x62bc	0x06	swtb01		ANI_LEVER_OFF	
drive_model6
0x6563	0x06	swtb02		ANI_LEVER_OFF	
drive_model7
0x6700	0x06	swtb03		ANI_LEVER_OFF	
drive_reset
magma_battle
0x6a59	0x6B	ALTO		Exclamation	
dead_ev01
tgmove
magma_battle2
0x71ab	0x6B	ALTO		Exclamation	
dead_ev02
tgmove2
mark1
mark2
mark3
mark4
elevator
put_tg1
put_tg2
