0x10	name	Wooden Sword
0x28	desc	For training. The blade is thick and good for swinging around.
0x9c	name	Short Sword
0xb4	desc	Bronze sword. Though small, it has some weight to it.
0x128	name	Legion Knife
0x140	desc	Easy to use single-edged sword favored by soldiers.
0x1b4	name	Crescent Sword
0x1cc	desc	An extremely sharp sword based on Eastern curved blades.
0x240	name	Crystal Edge
0x258	desc	Made of mysterious translucent material. As light as a feather.
0x2cc	name	Durandal
0x2e4	desc	Sword refined from a special ore that can never be broken.
0x358	name	Executor
0x370	desc	Legendary sword of judgment that destroys all evil.
0x3e4	name	Seventh Heaven
0x3fc	desc	Sword created by the Mitos that can cut through space.
0x470	name	Chrono Blade
0x488	desc	Legendary blade of Terra made of purified astral power.
0x4fc	name	Thousand Worlds Sword
0x514	desc	Reward received from Master. Boasts unparalleled sharpness.
0x588	name	
0x5a0	desc	
0x614	name	
0x62c	desc	
0x6a0	name	
0x6b8	desc	
0x72c	name	
0x744	desc	
0x7b8	name	
0x7d0	desc	
0x844	name	
0x85c	desc	
0x8d0	name	
0x8e8	desc	
0x95c	name	
0x974	desc	
0x9e8	name	
0xa00	desc	
0xa74	name	
0xa8c	desc	
0xb00	name	Woodcutter Axe
0xb18	desc	Long-handled iron axe for felling large trees.
0xb8c	name	Spiked Mace
0xba4	desc	Steel mace with a spiked tip. Quite heavy and destructive.
0xc18	name	Sacerdos
0xc30	desc	Ceremonial greatsword used in Remnant Island festivals.
0xca4	name	Rune Axe
0xcbc	desc	Axe refined from a special ore. Strong, but hard to use.
0xd30	name	Sledgehammer
0xd48	desc	Heavy hammer that only skilled fighters can handle.
0xdbc	name	Luna Rossa
0xdd4	desc	Halberd with a scarlet blade. Easily slices even metal.
0xe48	name	Crimson Sword
0xe60	desc	Tremendous greatsword forged using Eastern techniques.
0xed4	name	Lost Dragon
0xeec	desc	Large halberd with the might of an ancient dragon.
0xf60	name	Caladbolg
0xf78	desc	Uses a gear mechanism to produce tremendous destructive power.
0xfec	name	Meteor Buster
0x1004	desc	Shining club that produces explosively meteoric impacts.
0x1078	name	
0x1090	desc	
0x1104	name	
0x111c	desc	
0x1190	name	
0x11a8	desc	
0x121c	name	
0x1234	desc	
0x12a8	name	
0x12c0	desc	
0x1334	name	
0x134c	desc	
0x13c0	name	
0x13d8	desc	
0x144c	name	
0x1464	desc	
0x14d8	name	
0x14f0	desc	
0x1564	name	
0x157c	desc	
0x15f0	name	
0x1608	desc	
0x167c	name	
0x1694	desc	
0x1708	name	
0x1720	desc	
0x1794	name	
0x17ac	desc	
0x1820	name	
0x1838	desc	
0x18ac	name	
0x18c4	desc	
0x1938	name	
0x1950	desc	
0x19c4	name	
0x19dc	desc	
0x1a50	name	
0x1a68	desc	
0x1adc	name	
0x1af4	desc	
0x1b68	name	
0x1b80	desc	
0x1bf4	name	
0x1c0c	desc	
0x1c80	name	
0x1c98	desc	
0x1d0c	name	
0x1d24	desc	
0x1d98	name	
0x1db0	desc	
0x1e24	name	
0x1e3c	desc	
0x1eb0	name	
0x1ec8	desc	
0x1f3c	name	
0x1f54	desc	
0x1fc8	name	
0x1fe0	desc	
0x2054	name	
0x206c	desc	
0x20e0	name	
0x20f8	desc	
0x216c	name	
0x2184	desc	
0x21f8	name	
0x2210	desc	
0x2284	name	
0x229c	desc	
0x2310	name	
0x2328	desc	
0x239c	name	
0x23b4	desc	
0x2428	name	
0x2440	desc	
0x24b4	name	
0x24cc	desc	
0x2540	name	
0x2558	desc	
0x25cc	name	
0x25e4	desc	
0x2658	name	
0x2670	desc	
0x26e4	name	
0x26fc	desc	
0x2770	name	
0x2788	desc	
0x27fc	name	
0x2814	desc	
0x2888	name	
0x28a0	desc	
0x2914	name	
0x292c	desc	
0x29a0	name	
0x29b8	desc	
0x2a2c	name	
0x2a44	desc	
0x2ab8	name	
0x2ad0	desc	
0x2b44	name	
0x2b5c	desc	
0x2bd0	name	
0x2be8	desc	
0x2c5c	name	
0x2c74	desc	
0x2ce8	name	
0x2d00	desc	
0x2d74	name	
0x2d8c	desc	
0x2e00	name	
0x2e18	desc	
0x2e8c	name	
0x2ea4	desc	
0x2f18	name	
0x2f30	desc	
0x2fa4	name	
0x2fbc	desc	
0x3030	name	
0x3048	desc	
0x30bc	name	
0x30d4	desc	
0x3148	name	
0x3160	desc	
0x31d4	name	
0x31ec	desc	
0x3260	name	
0x3278	desc	
0x32ec	name	
0x3304	desc	
0x3378	name	
0x3390	desc	
0x3404	name	
0x341c	desc	
0x3490	name	
0x34a8	desc	
0x351c	name	
0x3534	desc	
0x35a8	name	
0x35c0	desc	
0x3634	name	
0x364c	desc	
0x36c0	name	Bandana
0x36d8	desc	Cloth worn on the head. Get fired up when you wear it.
0x374c	name	Leather Gloves
0x3764	desc	Durable gloves of tanned leather. Keeps hands well-protected.
0x37d8	name	Bronze Helm
0x37f0	desc	Provides a thick head covering. Used since ancient times.
0x3864	name	Beast Gloves
0x387c	desc	Based on beast claws. Flexible and does not impair mobility.
0x38f0	name	Ogre Mask
0x3908	desc	Mask of a shouting ogre. Its wearer is granted power.
0x397c	name	Goggle Helmet
0x3994	desc	Goggles worn by adventurers to explore ruins.
0x3a08	name	Metal Claw
0x3a20	desc	Clawed steel gauntlets used by ancient knights.
0x3a94	name	Altair Shield
0x3aac	desc	Mythical symbol of protection. Can stop any blow in the land.
0x3b20	name	Aegis Arm
0x3b38	desc	Ultimate shining gauntlet that absorbs any shock.
0x3bac	name	Lord Helm
0x3bc4	desc	Worn by an ancient warrior. Adorned with two valiant horns.
0x3c38	name	Leather Armor
0x3c50	desc	Light leather breastplate that protects the chest.
0x3cc4	name	Chain Vest
