mp_0000	0x385	chr name	Dorado
mp_0000	0x439	chr name	Lupus
mp_0000	0x4ea	chr name	Sculp
mp_0000	0x59c	chr name	Boote
mp_0000	0x644	chr name	Pyxia
mp_0000	0x6f6	chr name	Horolo
mp_0000	0x7ab	chr name	Prof. Volans
mp_0000	0x84e	chr name	Elder Serpent
mp_0000	0x8fd	chr name	Researcher Pavo
mp_0000	0x9b0	chr name	Ursamina
mp_0000	0xa5e	chr name	Aquila
mp_0000	0xb12	chr name	Mensa
mp_0000	0xbc1	chr name	Ophiuchus
mp_0000	0xc6d	chr name	Jessica
mp_0000	0xd15	chr name	Ida
mp_0000	0xdbb	chr name	Mishy
mp_0000	0xe67	chr name	鶏
mp_0000	0x121b	chr name	ベルの挑戦状
mp_0000	0x12c5	chr name	mp_0000 0x121b
mp_0000	0x137c	chr name	宿酒場看板
mp_0000	0x1428	chr name	雑貨屋看板
mp_0000	0x14d5	chr name	LP_Shop1
mp_0000	0x150d	chr name	Cow
mp_0000	0x1542	chr name	Michy
mp_0000	0x1661	chr name	Orvus
mp_0000	0x1708	chr name	Cygna
mp_0000	0x17a3	chr name	Lyra
mp_0000	0x1846	chr name	Ada
mp_0000	0x18e0	chr name	Sasha
mp_0000	0x1986	chr name	Dr. Hydrol
mp_0000	0x1a26	chr name	Creha
mp_0000c	0x26e	chr name	mp_0000 0x439
mp_0000c	0x315	chr name	mp_0000 0x4ea
mp_0000c	0x3bd	chr name	mp_0000 0xa5e
mp_0000c	0x467	chr name	mp_0000 0x385
mp_0000c	0x510	chr name	Janis
mp_0000c	0x5be	chr name	Columba
mp_0000c	0x66d	chr name	mp_0000 0x9b0
mp_0000c	0x71c	chr name	mp_0000 0x59c
mp_0000c	0x7c5	chr name	mp_0000 0x1986
mp_0000c	0x872	chr name	Reticul
mp_0000c	0x91b	chr name	Ax
mp_0000c	0x9be	chr name	mp_0000 0x644
mp_0000c	0xa66	chr name	mp_0000 0x6f6
mp_0000c	0xb0d	chr name	mp_0000 0xc6d
mp_0000c	0xec0	chr name	mp_0000 0x137c
mp_0000c	0xf6d	chr name	mp_0000 0x1428
mp_0000c	0x101b	chr name	mp_0000 0x14d5
mp_0000d	0x32f	chr name	mp_0000 0x385
mp_0000d	0x3da	chr name	mp_0000 0x439
mp_0000d	0x48e	chr name	mp_0000 0xa5e
mp_0000d	0x539	chr name	mp_0000 0x1986
mp_0000d	0x5ee	chr name	mp_0000 0xc6d
mp_0000d	0x697	chr name	mp_0000 0xd15
mp_0000d	0x73f	chr name	mp_0000 0xe67
mp_0000d	0xaf3	chr name	mp_0000 0x150d
mp_0000d	0xb28	chr name	mp_0000 0x137c
mp_0000d	0xbd5	chr name	mp_0000 0x1428
mp_0000d	0xc83	chr name	mp_0000 0x14d5
mp_0000d	0xcbd	chr name	港方面
mp_0000d	0xd2b	chr name	岬方面
mp_0000d	0xd95	chr name	mp_0000 0x17a3
mp_0000d	0xe30	chr name	mp_0000 0x1a26
mp_0000d	0xecb	chr name	Eartha
mp_0000d	0xf69	chr name	Mr. Barton
mp_0000d	0x1008	chr name	mp_0000c 0x5be
mp_0000d	0x10a8	chr name	mp_0000 0x84e
mp_0000d	0x114e	chr name	mp_0000 0x1661
mp_0000d	0x11eb	chr name	騎士
mp_0000d	0x1286	chr name	棒
mp_0000d	0x1322	chr name	槍
mp_0001	0x2b1	chr name	mp_0000 0x1708
mp_0001	0x363	chr name	mp_0000 0x9b0
mp_0001	0x420	chr name	mp_0000 0x59c
mp_0001	0x4d6	chr name	mp_0000 0x84e
mp_0001	0x57a	chr name	mp_0000 0x1a26
mp_0001	0x618	chr name	mp_0000 0xa5e
mp_0001	0x6c4	chr name	mp_0000 0xbc1
mp_0001	0x770	chr name	Stray Dog
mp_0001	0x823	chr name	Crab
mp_0001	0x8ce	chr name	Crab
mp_0001	0x96c	chr name	mp_0000 0xdbb
mp_0001	0xa1b	chr name	欠片探し
mp_0001	0xad2	chr name	mp_0001 0xa1b
mp_0001	0xb89	chr name	mp_0001 0xa1b
mp_0001	0xc40	chr name	mp_0001 0xa1b
mp_0001	0xcf7	chr name	mp_0001 0xa1b
mp_0001	0xdae	chr name	mp_0001 0xa1b
mp_0001	0xe65	chr name	mp_0001 0xa1b
mp_0001	0xf1c	chr name	mp_0001 0xa1b
mp_0001	0xfd3	chr name	mp_0001 0xa1b
mp_0001	0x1085	chr name	ご先祖へのお供え
mp_0001	0x1138	chr name	墓ＬＰ
mp_0001	0x11de	chr name	OBJ_q15_10
mp_0001	0x121b	chr name	星の欠片拾い
mp_0001	0x1295	chr name	mp_0001 0x121b
mp_0001	0x130f	chr name	遺跡塔方面
mp_0001	0x1380	chr name	mp_0000 0x1661
mp_0001	0x141c	chr name	六分儀
mp_0001	0x14bc	chr name	mp_0000 0x17a3
mp_0001c	0x222	chr name	mp_0000 0x385
mp_0001c	0x2cf	chr name	mp_0000 0x9b0
mp_0001c	0x37e	chr name	mp_0000 0x59c
mp_0001c	0x426	chr name	Vel
mp_0001c	0x4c9	chr name	mp_0000 0x17a3
mp_0001c	0x56e	chr name	Cetus
mp_0001c	0x617	chr name	mp_0000c 0x872
mp_0001c	0x6c0	chr name	mp_0001 0x770
mp_0001c	0x775	chr name	mp_0001 0x1138
mp_0001c	0x81c	chr name	新遺跡方面
mp_0001c	0x890	chr name	階段方面
mp_0001d	0x246	chr name	mp_0000 0x17a3
mp_0001d	0x2eb	chr name	mp_0000 0x644
mp_0001d	0x39f	chr name	mp_0000 0x6f6
mp_0001d	0x446	chr name	mp_0001 0x770
mp_0001d	0x4f9	chr name	mp_0000 0xdbb
mp_0001d	0x5a6	chr name	mp_0001 0x1138
mp_0001d	0x649	chr name	mp_0000 0x1a26
mp_0001d	0x6ea	chr name	mp_0001 0x130f
mp_0002	0x1f5	chr name	mp_0000 0x1661
mp_0002	0x2ab	chr name	強化カカシ
mp_0002	0x34f	chr name	mp_0000 0x644
mp_0002	0x3f6	chr name	mp_0000 0x6f6
mp_0002	0x49c	chr name	宝箱
mp_0002	0x543	chr name	剣術の稽古
mp_0002	0x5be	chr name	mp_0002 0x543
mp_0002	0x636	chr name	mp_0002 0x543
mp_0002	0x6ab	chr name	mp_0000 0x121b
mp_0002	0x760	chr name	島の名物探し
mp_0002	0x810	chr name	カカシＡ
mp_0002	0x8c4	chr name	カカシＢ
mp_0002	0x978	chr name	カカシＣ
mp_0002	0xa2c	chr name	魔獣Ａ
mp_0002	0xade	chr name	魔獣Ｂ
mp_0002	0xb90	chr name	魔獣Ｃ
mp_0002	0xc46	chr name	アタリ抜け対策
mp_0002c	0x195	chr name	mp_0000 0x1661
mp_0002c	0x23f	chr name	mp_0002 0x2ab
mp_0002c	0x2e3	chr name	mp_0000 0x644
mp_0002c	0x38b	chr name	mp_0000 0x6f6
mp_0002c	0x438	chr name	mp_0002 0xc46
mp_0002d	0x2ae	chr name	mp_0000 0x1661
mp_0002d	0x358	chr name	mp_0002 0x2ab
mp_0002d	0x3f6	chr name	mp_0000 0xdbb
mp_0002d	0x49f	chr name	mp_0000 0x17a3
mp_0002d	0x53a	chr name	mp_0000 0x1a26
mp_0002d	0x5d6	chr name	Zext
mp_0002d	0x673	chr name	騎士Ａ
mp_0002d	0x714	chr name	騎士Ｂ
mp_0002d	0x7b4	chr name	日本刀
mp_0002d	0x852	chr name	翼
mp_0002d	0x8f1	chr name	mp_0002 0xc46
mp_0003	0x463	chr name	Captain Puppis
mp_0003	0x51e	chr name	Crux
mp_0003	0x5ca	chr name	mp_0000c 0x91b
mp_0003	0x676	chr name	Carina
mp_0003	0x721	chr name	Mrs. Camelope
mp_0003	0x7d2	chr name	Norma
mp_0003	0x882	chr name	mp_0001c 0x426
mp_0003	0x925	chr name	mp_0000 0xb12
mp_0003	0x9d4	chr name	mp_0000 0xbc1
mp_0003	0xa81	chr name	mp_0000 0x8fd
mp_0003	0xb30	chr name	mp_0000 0x1a26
mp_0003	0xbd7	chr name	mp_0001c 0x56e
mp_0003	0xc7f	chr name	mp_0000c 0x872
mp_0003	0xd2a	chr name	mp_0000 0xa5e
mp_0003	0xde0	chr name	水晶
mp_0003	0xe84	chr name	Cory
mp_0003	0xf32	chr name	mp_0000 0x7ab
mp_0003	0xfd4	chr name	Researcher Caelum
mp_0003	0x107c	chr name	mp_0000 0x1986
mp_0003	0x1127	chr name	Trader Antlia
mp_0003	0x11da	chr name	mp_0000 0x9b0
mp_0003	0x1287	chr name	かもめ
mp_0003	0x132d	chr name	mp_0003 0x1287
mp_0003	0x13d3	chr name	mp_0000 0xdbb
mp_0003	0x147c	chr name	Baby
mp_0003	0x162a	chr name	博物館
mp_0003	0x16d2	chr name	QS_11_look_boat
mp_0003	0x178a	chr name	lp_boat
mp_0003	0x17c3	chr name	mp_0000 0x1542
mp_0003	0x1868	chr name	mp_0000 0x1708
mp_0003	0x1903	chr name	mp_0000 0x17a3
mp_0003	0x19a7	chr name	mp_0000 0x4ea
mp_0003	0x1a43	chr name	mp_0003 0x147c
mp_0003c	0x245	chr name	mp_0003 0x463
mp_0003c	0x2f5	chr name	mp_0003 0x51e
mp_0003c	0x398	chr name	mp_0000c 0x91b
mp_0003c	0x43c	chr name	mp_0003 0x676
mp_0003c	0x4e4	chr name	mp_0001c 0x426
mp_0003c	0x587	chr name	mp_0000 0x8fd
mp_0003c	0x63a	chr name	mp_0003 0x721
mp_0003c	0x6ec	chr name	mp_0003 0x7d2
mp_0003c	0x898	chr name	mp_0003 0x147c
mp_0003d	0x211	chr name	mp_0003 0x463
mp_0003d	0x2c1	chr name	mp_0003 0x51e
mp_0003d	0x364	chr name	mp_0000c 0x91b
mp_0003d	0x408	chr name	mp_0003 0x676
mp_0003d	0x5bb	chr name	漁師宅
mp_0003d	0x666	chr name	mp_0003 0x162a
mp_0004	0x1c7	chr name	ひつじ
mp_0004	0x275	chr name	mp_0004 0x1c7
mp_0004	0x320	chr name	Nora
mp_0004	0x3c2	chr name	mp_0000d 0xecb
mp_0004	0x467	chr name	mp_0000 0x1708
mp_0004	0x50d	chr name	Youth with Rucksack
mp_0004	0x5b9	chr name	Spirited Girl
mp_0004	0x762	chr name	ポスト
mp_0004	0x807	chr name	はしご上る
mp_0004	0x8b4	chr name	はしご下りる
mp_0004	0x964	chr name	望遠鏡
mp_0004	0xa0d	chr name	転移門
mp_0004	0xab7	chr name	ladder_u
mp_0004	0xaf4	chr name	ladder_d
mp_0004	0xb32	chr name	telescope
mp_0004	0xb70	chr name	村方面
mp_0004	0xbe0	chr name	テラ方面
mp_0004	0xc4f	chr name	mp_0004 0xbe0
mp_0004	0xcbb	chr name	mp_0000 0x1a26
mp_0004	0xd4e	chr name	mp_0000 0x17a3
mp_0004c	0x192	chr name	Nayuta
mp_0004c	0x22d	chr name	mp_0000d 0xecb
mp_0004c	0x2c6	chr name	mp_0000 0xbc1
mp_0004c	0x376	chr name	mp_0004 0x1c7
mp_0004c	0x425	chr name	mp_0004 0x1c7
mp_0004c	0x4d1	chr name	mp_0004 0x320
mp_0004c	0x576	chr name	mp_0000 0xdbb
mp_0004c	0x726	chr name	mp_0004 0x762
mp_0004c	0x7cc	chr name	mp_0004 0x807
mp_0004c	0x87a	chr name	mp_0004 0x8b4
mp_0004c	0x92b	chr name	mp_0004 0x964
mp_0004c	0x9d9	chr name	mp_0004 0xab7
mp_0004c	0xa16	chr name	mp_0004 0xaf4
mp_0004c	0xa54	chr name	mp_0004 0xb32
mp_0004c	0xa8e	chr name	mp_0004 0xa0d
mp_0004d	0x1a6	chr name	mp_0000d 0xecb
mp_0004d	0x23c	chr name	mp_0004 0x1c7
mp_0004d	0x2eb	chr name	mp_0004 0x1c7
mp_0004d	0x397	chr name	mp_0004 0x320
mp_0004d	0x541	chr name	mp_0004 0x762
mp_0004d	0x5e7	chr name	mp_0004 0x807
mp_0004d	0x695	chr name	mp_0004 0x8b4
mp_0004d	0x746	chr name	mp_0004 0x964
mp_0004d	0x7f4	chr name	mp_0004 0xab7
mp_0004d	0x831	chr name	mp_0004 0xaf4
mp_0004d	0x86f	chr name	mp_0004 0xb32
mp_0004d	0x8aa	chr name	mp_0004 0xbe0
mp_0004n	0x160	chr name	mp_0000d 0xecb
mp_0004n	0x30a	chr name	mp_0004 0x762
mp_0004n	0x3af	chr name	mp_0004 0x807
mp_0004n	0x45c	chr name	mp_0004 0x8b4
mp_0004n	0x50c	chr name	mp_0004 0x964
mp_0004n	0x5b9	chr name	mp_0004 0xab7
mp_0004n	0x5f6	chr name	mp_0004 0xaf4
mp_0004n	0x634	chr name	mp_0004 0xb32
mp_0005	0x15f	chr name	mp_0000 0x17a3
mp_0005c	0x1ef	chr name	mp_0000 0x17a3
mp_0005c	0x288	chr name	mp_0001c 0x426
mp_0005c	0x323	chr name	mp_0000 0x1661
mp_0005c	0x3be	chr name	mp_0000 0xdbb
mp_0005c	0x46c	chr name	mp_0000 0xbc1
mp_0005c	0x51a	chr name	魔獣
mp_0100	0x2a3	chr name	姉への手紙
mp_0100	0x357	chr name	相続人の捜索
mp_0100	0x40d	chr name	astro_light
mp_0100	0x4b6	chr name	mp_0100 0x40d
mp_0100	0x55f	chr name	mp_0100 0x40d
mp_0100	0x608	chr name	mp_0100 0x40d
mp_0100	0x6b1	chr name	mp_0100 0x40d
mp_0100	0x75a	chr name	mp_0100 0x40d
mp_0100	0x803	chr name	mp_0100 0x40d
mp_0100	0x8ac	chr name	mp_0100 0x40d
mp_0100	0x956	chr name	操作盤
mp_0100	0x9ff	chr name	エレベーター
mp_0100	0xab0	chr name	mp_0000 0x1a26
mp_0100	0xb45	chr name	mp_0000 0x1708
mp_0100	0xbda	chr name	mp_0000 0x1a26
mp_0100	0xc72	chr name	mp_0000 0x1708
mp_0100	0xd07	chr name	Planisphere
mp_0100	0xda6	chr name	オーブメント
mp_0100	0xe36	chr name	mp_0100 0xda6
mp_0100	0xec6	chr name	mp_0100 0xda6
mp_0100	0xf56	chr name	mp_0100 0xda6
mp_0100a	0x2e7	chr name	mp_0100 0x40d
mp_0100a	0x390	chr name	mp_0100 0x40d
mp_0100a	0x439	chr name	mp_0100 0x40d
mp_0100a	0x4e2	chr name	mp_0100 0x40d
mp_0100a	0x58b	chr name	mp_0100 0x40d
mp_0100a	0x634	chr name	mp_0100 0x40d
mp_0100a	0x6dd	chr name	mp_0100 0x40d
mp_0100a	0x786	chr name	mp_0100 0x40d
mp_0100a	0x82e	chr name	mp_0000 0x1708
mp_0100a	0x8be	chr name	mp_0000 0x1a26
mp_0100a	0x94e	chr name	mp_0002d 0x5d6
mp_0100a	0x9e1	chr name	Noi
mp_0100a	0xa7a	chr name	mp_0100 0xda6
mp_0100a	0xb0a	chr name	mp_0100 0xda6
mp_0100a	0xb9a	chr name	mp_0100 0xda6
mp_0100a	0xc2a	chr name	mp_0100 0xda6
mp_0100a	0xcb9	chr name	mp_0100 0x956
mp_0100a	0xd63	chr name	mp_0100 0x9ff
mp_0100b	0x142	chr name	Girl
mp_0100b	0x1dc	chr name	Boy
mp_0100b	0x275	chr name	mp_0000 0x1a26
mp_0100b	0x30d	chr name	mp_0000 0x1a26
mp_0100b	0x3a4	chr name	mp_0000 0x1708
mp_0101	0x211	chr name	mp_0000 0x1a26
mp_0101	0x2c0	chr name	mp_0000 0x1a26
mp_0101	0x369	chr name	mp_0000 0x1708
mp_0101	0x411	chr name	mp_0000 0x1708
mp_0101	0x4bd	chr name	Lychnis Geo
mp_0101	0x571	chr name	Equulea
mp_0101	0x60e	chr name	mp_0001c 0x56e
mp_0101	0x6b6	chr name	mp_0000c 0x872
mp_0101	0x761	chr name	mp_0004 0xa0d
mp_0101	0x801	chr name	フィールドゲート
mp_0101	0x8b1	chr name	後日ゲート
mp_0101	0x946	chr name	Creha
mp_0101	0x97f	chr name	Creha_b
mp_0101	0x9b8	chr name	Signa_b
mp_0101	0x9f0	chr name	柵
mp_0101	0xa92	chr name	テラの紋章
mp_0101	0xb3e	chr name	フィオナの花
mp_0101	0xbee	chr name	LP_Flower
mp_0101	0xc2c	chr name	mp_0101 0xbee
mp_0101	0xc68	chr name	ポータル
mp_0101	0xd15	chr name	ポータル(地下都市)
mp_0101	0xdcb	chr name	自宅方面
mp_0101	0xe38	chr name	ＡＬ方面
mp_0101a	0x19e	chr name	ゲート
mp_0101a	0x23e	chr name	mp_0101a 0x19e
mp_0101a	0x2e5	chr name	mp_0101 0xc68
mp_0101a	0x392	chr name	mp_0101 0xa92
mp_0101b	0x169	chr name	mp_0001c 0x56e
mp_0101b	0x212	chr name	mp_0000c 0x872
mp_0101b	0x2be	chr name	mp_0101a 0x19e
mp_0101b	0x35e	chr name	mp_0101a 0x19e
mp_0101b	0x405	chr name	mp_0101 0xc68
mp_0101b	0x4b2	chr name	mp_0101 0xa92
mp_0101c	0x12a	chr name	mp_0100b 0x142
mp_0101c	0x1c4	chr name	mp_0100b 0x1dc
mp_0101c	0x25c	chr name	Man
mp_0101c	0x429	chr name	mp_0101a 0x19e
mp_0101c	0x4c9	chr name	mp_0101a 0x19e
mp_0106	0x142	chr name	mp_0100 0xda6
mp_0106	0x1d2	chr name	mp_0100 0xda6
mp_0110	0x2a3	chr name	mp_0000d 0xecb
